45,509,1,13,6/12/2010,iaco,Medium
46,188,9,13,2/15/2016,pzne,Small
47,834,9,3,5/5/2010,ybig,Medium
48,136,7,10,2/3/2010,oqnf,Medium
49,296,9,12,3/1/2017,acha,Medium
50,850,7,12,12/5/2017,ljag,Medium
51,494,4,13,8/8/2016,zdsa,Medium
52,442,8,15,2/9/2009,xscn,Large
53,860,3,2,5/15/2013,gkgo,Large
54,212,7,14,1/28/2018,egtf,Small
55,434,2,15,10/26/2012,axxo,Medium
56,455,6,1,1/21/2012,twmo,Large
57,258,8,14,12/9/2018,ddxt,Small
58,127,5,6,8/14/2016,ouhe,Medium
59,930,3,6,1/15/2008,ltpt,Large
60,944,2,14,12/10/2009,wcri,Medium
61,406,9,16,3/6/2008,wpcf,Medium
62,649,4,15,10/5/2010,qhdn,Large
63,540,3,7,12/1/2013,oeox,Small
64,491,9,1,10/28/2014,ckhg,Large
65,564,6,1,12/22/2017,lbhw,Small
66,293,2,4,7/1/2008,ahxo,Medium
67,402,3,3,7/30/2008,tgad,Medium
68,966,3,10,3/14/2011,eyve,Small
69,755,7,6,7/15/2016,ydwc,Small
70,926,8,3,6/3/2014,kzbv,Small
71,454,2,17,6/7/2013,rndk,Small
72,203,8,10,10/7/2010,kmqf,Large
73,663,8,13,1/11/2015,hkby,Large
74,698,6,8,2/15/2007,lvmz,Large
75,12,1,18,7/24/2009,lbty,Large
76,153,6,19,5/23/2005,hxqi,Small
77,29,5,3,9/21/2012,ptya,Large
78,127,4,5,2/20/2016,vfys,Small
79,923,4,12,3/25/2006,mzkq,Medium
80,358,6,15,4/5/2014,uoiz,Small
81,676,2,14,7/7/2012,qjvi,Medium
82,960,8,10,8/13/2010,ggzy,Medium
83,91,7,16,4/4/2012,lgfh,Large
84,845,5,13,5/14/2015,qumm,Medium
85,3,3,7,10/5/2011,pcly,Small
86,378,5,13,7/3/2005,iect,Small
87,282,5,15,11/1/2017,hmnl,Medium
88,606,2,10,8/26/2010,fona,Medium
89,338,3,3,10/15/2011,ikqs,Large
90,724,2,12,2/2/2005,udaz,Large
91,246,1,6,2/6/2012,symp,Medium
92,587,9,13,4/23/2012,qiwd,Small
93,766,2,14,1/7/2007,dyqd,Medium
94,879,3,16,3/21/2005,izut,Large
95,317,5,1,1/8/2006,derj,Small
96,795,1,3,6/15/2010,bipc,Large
97,677,6,11,12/15/2011,bhxv,Small
98,766,9,8,2/21/2013,lsxq,Large
99,196,3,17,6/9/2017,rbqv,Medium
100,441,9,4,5/12/2015,syjk,Small
101,601,8,18,7/24/2008,ishl,Large
102,265,3,8,9/3/2008,kxru,Small
103,526,2,13,8/1/2008,dorc,Medium
104,372,2,10,6/6/2017,tizg,Small
105,888,6,11,2/25/2006,nuok,Small
106,269,7,11,2/10/2018,unjq,Small
107,872,3,5,2/22/2017,wtnf,Large
108,861,3,1,5/23/2017,uqpa,Medium
109,767,6,7,5/3/2014,hybr,Large
110,659,9,10,10/1/2016,thxj,Medium
111,564,4,13,10/15/2018,fetv,Small
112,987,1,6,1/28/2011,ctst,Large
113,814,3,11,4/10/2006,uvzd,Medium
114,285,7,13,12/16/2015,enxn,Large
115,789,1,5,1/20/2006,nevw,Small
116,122,6,3,2/19/2007,mqpr,Large
117,719,8,2,3/4/2011,tdqw,Small
118,555,7,9,2/14/2015,svxc,Small
119,742,7,5,11/18/2010,xlfy,Small
120,838,2,7,1/9/2007,pfhd,Small
121,40,6,18,2/18/2018,nsmk,Large
122,959,3,6,3/11/2009,haja,Large
123,254,8,5,2/12/2012,wkmi,Small
124,100,2,18,6/19/2010,zbyn,Large
125,436,7,16,10/13/2015,ezir,Large
126,739,5,12,7/8/2009,qstr,Large
127,271,8,18,5/19/2013,mczc,Small
128,604,8,16,3/25/2011,uodl,Small
129,830,8,10,6/13/2017,wsew,Medium
130,340,9,15,1/7/2008,ccat,Small
131,623,7,11,11/12/2010,hepv,Medium
132,231,8,12,12/1/2013,vgpu,Small
133,337,2,5,12/30/2016,ufke,Small
134,528,7,12,3/24/2007,hpjd,Small
135,170,8,12,8/3/2018,ydcz,Large
136,191,4,19,7/16/2007,lxle,Medium
137,836,4,10,9/16/2018,kzrl,Medium
138,697,5,7,12/14/2006,fpbs,Medium
139,510,9,18,8/14/2013,szfx,Large
140,767,4,8,7/24/2016,csmn,Medium
141,832,7,8,12/21/2009,ypje,Large
142,396,4,12,12/13/2011,fryl,Small
143,865,9,2,1/6/2014,pzcm,Large
144,31,8,8,4/11/2012,xehy,Large
145,18,1,17,12/12/2013,tvet,Medium
146,307,6,7,12/26/2015,rfiv,Medium
147,603,9,17,5/24/2017,hgbs,Medium
148,697,8,18,1/12/2010,mzdb,Large
149,689,4,10,1/2/2011,loyo,Medium
150,670,8,16,5/25/2016,abry,Large
151,933,2,10,11/21/2017,aoub,Small
152,375,7,4,6/7/2010,fngn,Medium
153,501,8,9,4/9/2011,ddxv,Small
154,741,9,12,9/16/2009,jfgb,Medium
155,618,4,6,8/5/2015,sqlr,Large
156,670,1,4,2/7/2009,hyzd,Medium
157,698,1,2,9/10/2005,hapa,Large
158,681,1,10,11/6/2010,ftyu,Large
159,310,5,7,3/19/2013,xucz,Small
160,207,8,19,9/12/2010,ublr,Small
161,973,6,17,5/22/2012,eyqq,Small
162,779,3,10,10/16/2017,teid,Small
163,146,9,2,1/4/2010,qpkw,Small
164,935,2,18,7/20/2006,donp,Large
165,268,8,10,3/27/2007,cjky,Medium
166,671,2,19,1/23/2014,dkpd,Small
167,730,3,6,8/5/2013,yxig,Medium
168,504,7,12,5/26/2018,agmb,Small
169,982,7,6,11/21/2014,dxvr,Large
170,572,3,15,3/8/2012,xocm,Medium
171,36,2,19,6/5/2012,hxep,Large
172,399,4,13,8/10/2013,jxed,Small
173,228,2,19,8/7/2014,elot,Medium
174,192,6,17,7/13/2009,iljh,Small
175,879,3,5,4/6/2010,gvef,Medium
176,799,6,6,8/25/2016,xkpe,Medium
177,583,7,9,6/12/2009,yqcg,Large
178,883,1,7,7/5/2014,twnj,Medium
179,806,3,16,5/13/2010,pzhj,Small
180,160,5,16,1/22/2008,kozl,Small
181,343,5,19,7/3/2014,ajke,Large
182,419,3,17,3/6/2017,boha,Medium
183,882,1,1,2/5/2011,lwny,Small
184,536,3,11,3/1/2009,weyo,Large
185,890,2,17,2/20/2017,ufmp,Small
186,444,9,3,3/27/2007,xzho,Medium
187,27,6,11,12/16/2015,wftc,Small
188,401,9,18,8/25/2008,svyd,Small
189,892,5,10,4/9/2005,ulau,Medium
190,79,3,11,11/9/2017,mhkh,Large
191,618,5,11,3/2/2012,nxsq,Large
192,673,3,17,5/15/2005,ptil,Small
193,256,7,11,8/21/2006,abfd,Small
194,483,3,2,2/16/2018,jnmc,Medium
195,530,3,3,2/7/2012,godg,Medium
196,272,5,16,1/3/2008,dwdq,Small
197,430,6,17,4/15/2016,xrdm,Large
198,98,8,17,4/11/2008,tvbl,Large
199,407,9,16,7/30/2008,lggf,Medium
200,902,6,1,12/19/2005,geem,Small
201,996,1,11,9/18/2018,foyv,Medium
202,868,4,12,2/6/2011,jvof,Medium
203,451,5,11,12/9/2011,zthj,Large
204,816,1,9,8/1/2013,fzwf,Small
205,379,2,18,4/13/2013,bfyv,Small
206,772,3,12,1/20/2015,erav,Large
207,35,1,3,9/24/2017,ufbd,Small
208,596,2,11,2/16/2014,cfij,Medium
209,60,6,8,7/5/2012,ejhs,Small
210,522,8,2,5/11/2010,omze,Medium
211,320,5,9,8/25/2015,mixa,Small
212,824,9,14,2/20/2006,uuso,Medium
213,597,4,13,7/21/2018,yqjr,Medium
214,888,6,18,4/25/2006,vavw,Small
215,632,2,8,6/13/2007,lfls,Medium
216,783,5,5,5/25/2010,glsi,Medium
217,196,2,18,8/17/2005,isxc,Small
218,998,4,1,4/19/2005,fgdb,Medium
219,725,3,2,4/28/2015,ydhb,Small
220,909,6,7,2/10/2006,vzst,Small
221,539,6,2,4/13/2016,lpmp,Medium
222,944,3,16,5/14/2008,oyuh,Large
223,188,4,14,3/19/2010,jjhm,Medium
224,295,2,19,2/12/2007,zeid,Large
225,517,6,12,3/29/2005,evkg,Small
226,162,2,16,11/17/2006,nfnk,Medium
227,767,8,19,6/2/2009,zhbe,Small
228,436,9,5,9/14/2008,mprs,Small
229,259,9,19,1/27/2005,vlcp,Small
230,499,7,17,11/28/2005,sghb,Medium
231,31,9,5,6/3/2015,qzet,Small
232,17,9,17,6/22/2008,aeoc,Large
233,156,1,9,2/23/2007,jrjo,Large
234,952,4,14,6/8/2014,kndc,Large
235,822,8,1,10/7/2009,gjqp,Medium
236,426,9,16,9/2/2008,frjc,Large
237,746,4,11,3/28/2012,gstq,Small
238,959,9,3,12/12/2006,bgkg,Large
239,153,3,7,11/23/2008,lhlj,Small
240,870,3,19,12/23/2008,wnve,Large
241,711,8,14,11/26/2008,hhnn,Small
242,894,6,2,6/11/2014,dxfe,Medium
243,166,2,12,11/8/2006,bhen,Medium
244,339,3,4,6/20/2011,btrx,Small
245,380,5,2,3/30/2014,ufdc,Small
246,773,8,17,6/8/2007,xqyf,Medium
247,292,8,13,5/1/2005,aeyn,Small
248,38,1,6,8/13/2014,jfmi,Medium
249,34,7,14,6/20/2005,ljql,Small
250,265,7,7,12/13/2007,yhbe,Large
251,38,9,8,12/23/2009,jxss,Small
252,37,5,3,5/15/2011,hkiu,Large
253,791,8,16,12/14/2012,gzcr,Large
254,62,7,17,7/1/2014,samp,Medium
255,287,2,3,8/22/2012,lrpn,Medium
256,347,9,10,5/11/2007,cpvx,Small
257,711,7,2,9/9/2016,hmvb,Small
258,538,9,5,7/28/2015,sdve,Medium
259,986,8,8,2/12/2015,oyxh,Small
260,183,4,18,12/10/2017,vroj,Large
261,782,2,3,12/24/2015,ykul,Medium
262,201,9,7,1/13/2018,ktoi,Small
263,213,8,2,12/18/2008,jpmy,Large
264,120,5,3,10/28/2017,luvq,Small
265,529,3,11,7/14/2016,xlxx,Small
266,202,9,5,9/5/2013,ivud,Medium
267,530,8,11,2/19/2005,ljsp,Large
268,178,9,3,11/12/2013,qszp,Large
269,5,9,9,12/3/2009,prch,Small
270,971,3,8,4/19/2009,ueeo,Medium
271,421,1,14,11/19/2016,osee,Large
272,982,4,19,10/26/2009,jcgh,Large
273,931,4,16,7/3/2006,wfsm,Large
274,119,9,1,12/18/2007,uhjt,Medium
275,529,6,5,2/1/2014,gazd,Small
276,361,8,14,4/19/2014,uryx,Large
277,558,1,11,6/26/2009,esec,Large
278,20,4,10,6/29/2006,tpul,Large
279,306,2,10,6/17/2009,jnwm,Large
280,696,1,1,9/3/2015,dnrr,Large
281,961,1,9,3/25/2018,imxn,Large
282,727,4,11,9/19/2007,ynne,Large
283,39,4,8,12/16/2014,fzcw,Small
284,675,9,7,12/21/2018,pwki,Medium
285,312,3,17,7/27/2010,ltqd,Small
286,454,2,5,5/7/2005,cauu,Large
287,34,7,7,3/12/2015,ivsy,Large
288,426,4,10,12/15/2015,bxqp,Medium
289,241,4,10,3/17/2012,eufe,Small
290,552,1,3,8/4/2017,ddmf,Large
291,597,1,8,1/3/2017,ljek,Small
292,256,7,5,12/10/2008,aorq,Medium
293,454,5,6,12/22/2013,wlkc,Medium
294,120,7,13,2/24/2005,gqkb,Small
295,736,7,13,1/4/2009,plmg,Small
296,830,4,4,8/16/2016,elri,Medium
297,692,4,14,9/26/2009,rhit,Medium
298,977,5,2,9/9/2012,omvq,Small
299,781,6,5,10/2/2014,roxh,Small
300,934,7,2,6/30/2010,bvae,Small
301,756,9,17,5/5/2009,buge,Medium
302,859,8,5,11/28/2011,oerk,Medium
303,68,8,11,5/29/2014,uqky,Large
304,231,4,5,9/10/2016,kuja,Medium
305,407,1,8,12/13/2015,jmvy,Large
306,526,6,2,2/17/2018,vewq,Large
307,17,8,12,4/15/2005,blpj,Medium
308,794,2,6,11/16/2009,rbrq,Large
309,241,7,18,10/8/2013,jjhq,Large
310,404,5,4,1/20/2014,qtwq,Medium
311,555,5,7,7/18/2012,xbxr,Large
312,107,3,6,5/4/2008,njbt,Medium
313,326,6,18,1/17/2013,cpdc,Large
314,182,9,15,12/6/2010,focn,Small
315,475,4,13,8/12/2015,kiqy,Large
316,825,1,10,3/17/2013,zqlg,Large
317,192,5,1,5/19/2010,ndxx,Small
318,158,4,16,6/20/2018,zdph,Small
319,138,2,6,9/23/2009,ofyl,Medium
320,24,7,12,12/18/2016,nyzo,Large
321,653,3,13,4/27/2007,mnpg,Large
322,750,8,1,12/30/2012,rdnw,Large
323,729,7,4,11/26/2011,kqrd,Small
324,895,7,2,11/30/2017,cwct,Small
325,720,1,4,7/1/2016,ezql,Small
326,803,6,16,12/19/2011,seff,Large
327,931,1,11,3/24/2015,okvr,Small
328,520,2,19,11/15/2011,atya,Small
329,199,2,10,2/10/2016,eoja,Small
330,429,1,14,8/12/2011,qcof,Small
331,877,9,17,3/6/2006,hftj,Large
332,154,7,14,2/2/2014,ggjp,Small
333,704,5,13,2/2/2017,bwpz,Small
334,803,5,8,3/24/2018,kiad,Large
335,315,9,18,5/22/2013,uvme,Large
336,246,3,16,10/1/2013,xhwn,Medium
337,775,5,17,8/12/2017,vfpl,Small
338,896,1,12,7/21/2008,ttfp,Medium
339,477,4,17,5/17/2014,axre,Large
340,849,4,16,1/18/2006,uvbq,Medium
341,682,3,18,3/15/2012,deix,Large
342,409,6,5,8/13/2007,ofrm,Small
343,964,2,19,5/5/2006,aeth,Medium
344,506,5,15,7/8/2018,ukod,Small
345,365,3,2,4/6/2009,uibv,Large
346,80,4,5,8/14/2016,eopn,Medium
347,51,4,6,7/25/2006,njnp,Medium
348,888,6,13,2/4/2015,cngc,Small
349,677,9,13,1/11/2008,fsby,Large
350,185,3,4,12/17/2016,oqch,Large
351,802,5,14,1/2/2009,kdtn,Small
352,887,9,1,10/15/2016,vrjh,Large
353,198,4,7,2/21/2009,puhs,Large
354,132,5,3,1/11/2018,rrjb,Large
355,45,8,13,9/13/2016,dqpj,Large
356,798,9,8,5/27/2018,hwxs,Small
357,482,7,9,5/24/2007,qcqq,Large
358,602,4,4,12/24/2008,vmoi,Medium
359,814,9,10,10/18/2014,vmby,Medium
360,743,3,5,4/26/2008,qglk,Small
361,410,9,6,5/5/2011,ckpk,Medium
362,260,5,18,6/7/2010,xxsr,Large
363,807,8,3,2/12/2017,dopy,Medium
364,369,3,1,10/26/2008,ottk,Large
365,208,1,6,3/13/2007,bsxj,Large
366,15,7,7,1/4/2011,kbok,Large
367,708,4,6,8/15/2008,geku,Medium
368,621,1,11,1/22/2018,zqqq,Large
369,64,3,13,5/21/2013,uesz,Medium
370,25,4,2,7/21/2009,ogdw,Large
371,184,6,11,3/25/2013,pgkc,Large
372,121,9,18,6/24/2010,qjjn,Large
373,211,8,3,3/27/2011,fxil,Small
374,553,9,1,11/15/2014,tzni,Small
375,993,4,5,5/12/2006,moue,Small
376,115,9,17,7/15/2010,dxjm,Medium
377,829,4,10,4/11/2014,cyai,Large
378,800,4,14,6/22/2014,pzuk,Small
379,54,3,5,2/12/2015,pmmf,Medium
380,744,7,4,3/29/2006,ttns,Medium
381,664,1,18,11/1/2014,jlhf,Small
382,860,7,7,11/16/2013,qbqn,Large
383,796,3,11,8/1/2006,wdad,Small
384,790,6,12,3/4/2008,usba,Large
385,307,8,4,6/27/2015,skvz,Large
386,23,1,1,8/11/2013,ktfw,Small
387,392,8,5,9/17/2016,jtap,Small
388,347,5,5,5/29/2018,trob,Medium
389,503,5,16,12/1/2007,xptc,Medium
390,940,5,6,3/24/2008,jeci,Medium
391,529,5,6,9/29/2010,egtq,Small
392,829,3,14,12/30/2009,rfaf,Large
393,516,9,10,12/17/2009,ppyj,Large
394,960,3,17,7/24/2013,olnx,Small
395,450,5,1,8/6/2016,wane,Small
396,229,2,12,11/3/2016,pwiz,Large
397,916,1,17,5/30/2008,xtcp,Large
398,382,4,12,8/28/2013,yahz,Small
399,35,2,3,9/22/2006,ilme,Small
400,891,7,8,3/17/2005,cfwz,Small
401,279,5,13,12/30/2017,edmi,Small
402,524,1,14,12/27/2011,mini,Small
403,260,8,3,10/30/2011,wsaf,Large
404,792,2,13,5/13/2010,tein,Small
405,771,2,2,11/26/2013,isus,Medium
406,800,3,8,1/18/2006,gadv,Medium
407,665,4,6,9/12/2015,slmb,Large
408,538,6,17,12/17/2006,fmru,Medium
409,196,8,16,11/29/2005,dwtu,Small
410,714,5,6,8/19/2012,vzfr,Medium
411,732,8,6,10/30/2007,iiqs,Large
412,779,7,19,5/23/2005,itis,Large
413,86,7,7,6/5/2005,iheh,Small
414,810,9,13,3/17/2017,ijwe,Small
415,513,3,3,12/4/2006,yfor,Medium
416,762,6,13,9/19/2012,jjxg,Medium
417,920,4,17,9/18/2016,zmie,Small
418,877,9,9,9/10/2008,eiip,Large
419,674,3,15,9/13/2014,hads,Small
420,780,3,2,6/4/2015,lfrh,Large
421,825,9,10,10/9/2014,vlrw,Large
422,873,6,18,5/29/2006,qsgp,Medium
423,482,2,17,12/23/2016,myuz,Small
424,986,8,1,2/24/2010,smms,Medium
425,262,5,6,11/11/2015,ysdd,Large
426,61,4,11,3/8/2008,puux,Medium
427,691,1,6,10/21/2005,nops,Large
428,739,4,7,10/17/2009,klxd,Medium
429,128,7,5,1/3/2009,raat,Medium
430,891,9,3,4/24/2013,bgvm,Medium
431,378,9,10,1/15/2016,rimi,Medium
432,347,7,19,7/14/2013,bkjo,Small
433,772,3,5,5/21/2010,tiip,Large
434,535,8,10,8/15/2017,unkj,Small
435,995,4,6,6/11/2017,ffdu,Small
436,264,7,18,8/14/2010,vzgv,Small
437,460,5,6,11/30/2018,ahpz,Medium
438,222,6,14,2/25/2008,qvww,Medium
439,243,8,17,6/27/2008,sgpz,Small
440,756,9,5,5/1/2013,pdwe,Large
441,795,1,1,5/30/2010,avvf,Large
442,89,3,17,10/24/2016,komk,Small
443,70,6,13,6/20/2005,ksva,Large
444,370,5,7,8/29/2018,gsmm,Medium
445,130,5,15,10/1/2005,jxms,Large
446,346,7,14,9/2/2006,figq,Large
447,314,2,15,2/11/2013,hsyj,Large
448,944,7,9,3/11/2011,lqzr,Small
449,696,3,17,10/25/2016,jhnx,Large
450,423,7,14,8/21/2014,umfn,Large
451,375,4,2,11/8/2018,uwws,Large
452,971,7,16,1/10/2011,olqi,Small
453,939,6,1,6/13/2007,slru,Large
454,571,2,4,4/27/2017,ksov,Medium
455,480,3,16,1/2/2010,fuuq,Medium
456,242,8,19,2/1/2011,dxgs,Medium
457,6,8,16,6/2/2006,pryy,Small
458,483,6,4,7/1/2008,lhab,Small
459,113,3,2,7/3/2010,uqki,Small
460,457,4,19,3/21/2014,xxeo,Large
461,805,9,6,11/14/2013,ohzi,Large
462,671,7,18,8/28/2005,cnsg,Large
463,746,1,13,6/25/2018,ltkp,Large
464,917,7,4,3/10/2013,uxqw,Large
465,483,9,16,5/6/2013,hmcg,Medium
466,229,2,18,6/25/2007,ernh,Medium
467,835,3,12,11/13/2015,yqlt,Large
468,620,6,11,9/4/2008,xdqj,Large
469,542,7,3,11/4/2010,puwo,Large
470,994,4,16,6/12/2017,laye,Large
471,34,3,10,10/9/2009,xaro,Small
472,924,7,19,6/3/2011,flbd,Large
473,915,2,4,10/25/2008,mjeo,Large
474,999,5,8,8/24/2013,fkwl,Large
475,727,7,4,9/23/2009,adsu,Small
476,384,5,19,4/21/2009,thpg,Small
477,395,9,4,4/26/2015,pqfj,Large
478,795,6,14,5/23/2009,zebu,Medium
479,412,3,18,1/19/2016,ican,Small
480,540,7,16,6/18/2008,lhiv,Large
481,841,8,5,9/3/2010,zdfn,Large
482,761,8,16,10/18/2008,yhjq,Large
483,976,1,16,1/23/2016,qdws,Large
484,470,5,8,3/13/2016,fgke,Large
485,582,9,4,2/28/2011,ysoc,Large
486,848,6,18,8/25/2018,ghfi,Medium
487,848,3,2,4/26/2008,ioyh,Medium
488,239,2,3,10/26/2013,dwes,Small
489,31,6,16,12/16/2017,fkrq,Large
490,233,2,17,8/11/2015,dmxv,Medium
491,235,1,2,6/7/2016,vhwo,Small
492,412,7,7,12/15/2013,nhix,Medium
493,566,3,5,3/6/2008,eefy,Small
494,700,9,17,10/29/2016,tqgm,Small
495,78,2,12,9/11/2016,lvwa,Medium
496,524,5,2,3/21/2018,yduo,Medium
497,778,2,2,2/12/2007,udzy,Large
498,591,5,9,12/14/2006,oosv,Medium
499,67,3,17,3/3/2006,rmzi,Small
500,182,2,11,3/23/2009,uyrv,Medium
501,540,4,2,8/5/2016,ybpu,Medium
502,61,7,4,9/20/2008,cihf,Large
503,371,3,4,10/5/2012,gjxy,Small
504,8,3,15,7/6/2018,aznq,Medium
505,162,9,8,6/22/2011,qezq,Medium
506,943,8,14,5/7/2010,srgr,Large
507,904,6,4,3/22/2012,omqs,Small
508,987,5,4,6/30/2012,cqxz,Small
509,777,4,10,2/28/2018,cerm,Large
510,613,9,7,4/25/2012,hqch,Large
511,690,2,12,7/18/2018,bjgd,Medium
512,985,2,14,5/10/2007,nrre,Large
513,588,6,2,5/5/2016,uqoe,Large
514,940,8,5,11/6/2018,uaxh,Large
515,651,2,19,7/20/2009,ceax,Medium
516,38,4,2,2/19/2010,ctek,Small
517,431,1,2,3/7/2005,csmj,Large
518,413,4,11,2/25/2008,ssqr,Small
519,309,2,11,3/14/2011,mgqm,Large
520,322,8,19,2/22/2013,zrmx,Large
521,417,9,1,6/25/2012,deak,Small
522,390,9,4,3/28/2017,odhc,Large
523,871,5,5,7/22/2007,izjk,Medium
524,73,9,10,12/24/2011,cmkp,Medium
525,835,2,1,1/18/2015,wxcd,Large
526,36,2,16,8/21/2009,bvwl,Medium
527,949,2,16,3/15/2010,szlz,Large
528,719,6,4,12/30/2018,nwbn,Medium
529,138,1,4,9/1/2013,rgpu,Medium
530,97,3,10,4/5/2014,wpen,Medium
531,341,8,9,9/14/2005,jpkf,Medium
532,501,5,3,12/10/2007,hsxh,Large
533,381,8,3,1/2/2010,fbju,Medium
534,30,7,7,9/17/2007,pisf,Medium
535,243,8,13,6/1/2018,cpvb,Large
536,780,8,6,6/12/2015,yoje,Small
537,480,6,8,6/15/2006,hgmp,Medium
538,20,3,10,4/15/2009,dtzi,Small
539,962,4,19,12/24/2008,gbcf,Small
540,45,1,18,11/29/2015,nwsf,Medium
541,832,2,10,4/5/2013,mgno,Large
542,119,7,7,2/13/2011,blyz,Large
543,664,2,8,9/5/2014,eucj,Small
544,856,6,10,6/26/2005,tndi,Medium
545,556,8,1,10/15/2006,xyka,Large
546,439,1,18,10/25/2016,glkl,Medium
547,274,9,4,6/30/2014,jgtq,Small
548,698,2,13,12/17/2005,dsab,Medium
549,115,9,8,11/4/2013,zokz,Large
550,611,8,8,2/10/2014,azph,Medium
551,199,6,11,8/15/2017,fxun,Large
552,430,6,12,9/3/2008,orrq,Small
553,451,1,8,12/3/2012,tjyb,Small
554,845,6,13,5/23/2008,xwjt,Large
555,334,6,2,4/3/2013,syty,Small
556,504,1,9,10/5/2014,hqmg,Large
557,688,6,18,3/9/2010,ykdb,Small
558,800,3,18,6/10/2017,snif,Large
559,446,7,7,11/24/2007,sjfw,Small
560,547,2,19,7/30/2015,ytho,Small
561,494,2,19,7/4/2015,ptqw,Small
562,190,9,4,10/10/2016,iend,Medium
563,272,9,13,12/15/2013,xotb,Medium
564,288,5,10,6/19/2018,tgjk,Medium
565,732,4,17,3/12/2009,ysve,Large
566,402,4,6,5/21/2005,prmi,Small
567,262,1,13,10/8/2017,webi,Large
568,441,7,19,5/20/2017,ajvf,Large
569,231,7,2,12/19/2010,weej,Medium
570,644,9,16,8/13/2006,iazd,Large
571,945,3,17,11/24/2016,cady,Medium
572,355,2,10,4/8/2016,gshp,Small
573,805,2,2,4/23/2015,lexz,Large
574,911,2,10,5/17/2009,wxrs,Small
575,255,5,13,4/28/2016,fiqr,Small
576,310,8,1,1/21/2012,qhfq,Medium
577,99,8,8,7/4/2006,bfrk,Small
578,705,6,14,8/4/2018,mtdp,Large
579,811,6,9,2/1/2017,ppxx,Large
580,367,6,4,8/27/2007,zxex,Small
581,637,4,6,8/10/2011,utxv,Small
582,510,8,2,11/6/2016,otmj,Small
583,880,5,7,4/25/2018,crdp,Large
584,210,9,1,6/17/2015,ogdn,Medium
585,102,4,16,11/10/2011,lbxy,Large
586,564,3,13,4/17/2017,tqpj,Small
587,879,3,18,5/20/2006,dnfv,Small
588,828,5,6,11/15/2006,lxvg,Small
589,502,2,7,11/11/2011,vsds,Large
590,186,3,1,11/10/2008,zeco,Large
591,135,4,14,12/17/2009,lqdx,Large
592,396,6,16,1/27/2013,frrh,Small
593,359,8,11,5/29/2006,eyay,Small
594,301,1,16,11/23/2009,actb,Large
595,327,6,5,12/5/2018,mtzn,Medium
596,295,4,5,2/23/2013,jptx,Medium
597,917,4,10,9/4/2007,zjnq,Small
598,385,1,1,3/8/2005,bwec,Medium
599,386,9,14,6/23/2018,dyfs,Small
600,468,1,10,6/19/2018,andp,Medium
601,419,6,18,3/27/2007,nmhh,Small
602,425,8,6,5/21/2005,eoci,Medium
603,125,2,2,4/21/2006,sukd,Large
604,664,8,12,7/17/2007,pbyt,Medium
605,413,6,5,11/4/2011,erwu,Small
606,587,9,16,9/17/2014,ussm,Small
607,258,2,11,6/29/2017,wskq,Small
608,424,7,14,6/28/2013,ixoc,Small
609,116,6,18,8/21/2016,tqcw,Large
610,89,5,15,1/27/2011,zabj,Medium
611,649,8,5,1/27/2017,mght,Medium
612,90,2,18,3/21/2010,ekti,Small
613,485,8,13,7/17/2007,lkqq,Small
614,644,5,5,4/11/2008,xkev,Medium
615,623,3,8,5/13/2005,dkbp,Small
616,82,7,2,10/21/2010,bnsf,Large
