137,69,601,7,2/6/2004,3,692
138,69,785,2,6/1/2014,2,1973
139,70,677,5,6/21/2006,2,1599
140,70,698,1,6/26/2015,1,565
141,71,438,9,10/22/2002,3,1342
142,71,836,2,5/11/2016,2,530
143,72,516,6,11/16/2006,1,1296
144,72,670,1,1/9/2014,1,748
145,73,25,7,5/26/2002,3,795
146,73,897,9,12/14/2012,1,1947
147,74,301,3,12/28/2015,2,1978
148,74,735,5,9/21/2014,2,769
149,75,987,8,10/14/2000,2,1647
150,75,801,8,12/10/2010,1,841
151,76,459,8,4/17/2013,3,1535
152,76,680,5,11/12/2016,2,1789
153,77,753,8,12/22/2015,1,770
154,77,28,7,8/8/2016,3,1625
155,78,379,6,1/29/2002,2,919
156,78,613,7,12/24/2013,3,739
157,79,127,6,3/10/2007,3,1746
158,79,950,6,11/6/2017,2,696
159,80,360,3,2/5/2018,1,681
160,80,291,6,8/28/2011,3,1556
161,81,521,8,6/1/2006,2,938
162,81,825,6,8/20/2014,3,1761
163,82,62,7,11/9/2003,3,1672
164,82,944,1,2/14/2018,2,1175
165,83,192,4,1/20/2009,1,582
166,83,100,7,12/20/2013,2,687
167,84,646,3,2/18/2017,1,1962
168,84,916,2,5/6/2011,2,1744
169,85,487,3,9/28/2001,2,1928
170,85,63,3,1/13/2014,3,1538
171,86,537,2,9/16/2011,3,883
172,86,1,2,11/22/2017,1,1405
173,87,815,8,5/10/2008,2,555
174,87,330,7,3/22/2018,3,1683
175,88,259,5,9/30/2001,1,1291
176,88,431,5,12/12/2015,2,810
177,89,227,7,12/19/2017,1,593
178,89,974,2,11/11/2012,3,938
179,90,412,6,9/21/2016,1,1874
180,90,971,7,1/5/2010,1,1609
181,91,706,4,9/14/2004,3,1061
182,91,637,1,11/16/2015,3,564
183,92,281,8,1/22/2017,3,910
184,92,441,3,8/17/2013,1,1814
185,93,844,5,1/6/2007,2,983
186,93,519,4,10/8/2013,2,1503
187,94,117,4,2/13/2014,1,1791
188,94,283,4,8/20/2017,2,1907
189,95,588,7,7/12/2015,1,1020
190,95,25,2,6/8/2010,2,895
191,96,627,9,11/1/2018,2,907
192,96,935,3,5/14/2014,2,593
193,97,882,4,1/20/2002,2,1467
194,97,67,3,5/29/2012,1,1501
195,98,728,7,10/8/2004,2,886
196,98,349,8,2/1/2012,1,1633
197,99,22,5,4/12/2005,1,1583
198,99,740,3,9/22/2017,1,1993
199,100,673,9,12/21/2004,1,1415
200,100,384,4,7/7/2012,3,713
201,101,947,8,4/11/2011,3,1587
202,101,351,8,12/30/2017,2,1911
203,102,781,1,5/17/2013,3,1842
204,102,867,2,12/28/2016,2,1072
205,103,777,4,5/1/2008,1,1708
206,103,845,8,7/5/2017,2,1038
207,104,821,1,8/28/2000,3,1539
208,104,644,8,3/16/2012,3,1739
209,105,712,5,11/30/2016,3,1946
210,105,726,6,1/24/2011,2,1641
211,106,146,1,6/23/2017,3,1717
212,106,438,7,6/18/2016,3,1576
213,107,260,4,3/23/2017,2,1105
214,107,268,6,12/24/2011,1,1990
215,108,410,9,10/26/2018,1,1799
216,108,931,2,9/13/2018,1,817
217,109,44,5,11/9/2003,2,1392
218,109,569,6,8/6/2016,1,810
219,110,533,7,1/25/2010,3,1045
220,110,115,3,8/17/2016,3,1137
221,111,993,6,10/20/2007,2,1106
222,111,58,3,4/5/2017,3,1620
223,112,21,4,3/9/2003,1,556
224,112,536,5,12/6/2011,3,728
225,113,440,7,12/14/2012,3,1957
226,113,899,1,5/30/2011,1,1106
227,114,83,8,9/4/2014,2,991
228,114,633,5,4/14/2012,1,1856
229,115,907,9,9/12/2011,2,1892
230,115,715,5,11/17/2017,3,1613
231,116,495,6,5/8/2000,1,1578
232,116,455,8,3/21/2013,2,822
233,117,442,7,7/22/2004,2,1017
234,117,649,6,9/13/2013,2,1412
235,118,55,2,1/13/2007,1,1217
236,118,438,5,9/2/2014,2,1181
237,119,439,9,7/2/2002,3,1272
238,119,755,6,5/12/2012,1,1884
239,120,916,3,1/9/2007,3,959
240,120,6,6,1/29/2014,1,1269
241,121,960,4,1/28/2015,2,1937
242,121,919,7,3/4/2017,3,716
243,122,584,8,4/23/2007,1,522
244,122,739,5,3/7/2010,2,1939
245,123,163,9,10/16/2012,1,906
246,123,99,1,4/20/2015,1,1408
247,124,278,8,11/11/2006,2,1260
248,124,584,2,8/16/2010,3,1647
249,125,636,7,7/21/2010,3,528
250,125,340,1,9/27/2015,2,1324
251,126,992,4,5/7/2010,1,529
252,126,875,5,1/21/2015,2,1604
253,127,18,7,3/27/2001,2,1971
254,127,314,8,5/11/2018,2,564
255,128,697,2,10/10/2009,2,1695
256,128,544,6,12/9/2017,3,1955
257,129,344,6,3/2/2006,2,1765
258,129,193,7,3/26/2012,3,588
259,130,796,2,1/12/2016,2,1492
260,130,345,2,1/5/2014,3,1140
261,131,166,8,11/17/2000,1,1222
262,131,256,3,10/17/2016,1,1239
263,132,752,5,3/25/2002,2,776
264,132,92,5,2/14/2013,2,1329
265,133,820,6,11/29/2001,2,702
266,133,335,2,2/16/2014,1,1816
267,134,110,7,10/1/2016,2,1343
268,134,410,6,5/28/2017,3,714
269,135,270,8,9/26/2014,3,1335
270,135,593,2,10/20/2012,1,1104
271,136,145,2,5/14/2007,2,1033
272,136,961,1,9/3/2012,1,1956
273,137,154,9,11/25/2018,2,764
274,137,852,8,3/3/2017,1,1947
275,138,752,5,1/5/2015,2,1729
276,138,972,2,8/3/2013,3,1363
277,139,1,4,12/9/2003,1,1449
278,139,59,8,9/19/2013,1,788
279,140,599,3,6/29/2000,1,1224
280,140,895,5,4/13/2012,1,848
281,141,541,2,8/9/2007,2,719
282,141,725,5,10/18/2015,1,1514
283,142,904,1,2/11/2006,3,1673
284,142,603,2,7/4/2013,2,780
285,143,432,8,10/6/2011,1,616
286,143,78,5,2/22/2018,2,1314
287,144,469,8,9/26/2015,3,1730
288,144,586,5,3/30/2017,1,1107
289,145,367,3,8/25/2010,3,688
290,145,284,5,4/17/2015,2,1756
291,146,927,2,2/23/2011,2,1668
292,146,415,3,8/18/2016,3,511
293,147,679,2,3/21/2017,2,1083
294,147,238,7,10/10/2011,1,1697
295,148,401,9,4/24/2018,3,1775
296,148,512,7,9/9/2012,1,1513
297,149,613,6,9/17/2008,1,652
298,149,175,1,6/14/2017,1,1893
299,150,979,8,12/28/2000,3,1222
300,150,667,5,12/1/2010,1,1513
301,151,822,5,4/28/2017,1,1437
302,151,622,5,12/30/2012,3,1941
303,152,582,9,5/18/2009,3,1913
304,152,943,3,12/21/2012,1,642
305,153,993,1,10/2/2005,2,1154
306,153,53,6,5/14/2014,3,1778
307,154,452,3,12/24/2012,1,942
308,154,99,4,1/6/2014,1,903
309,155,671,6,8/22/2013,3,876
310,155,380,4,8/17/2015,3,500
311,156,100,4,12/10/2003,3,1416
312,156,329,7,4/11/2018,2,1864
313,157,865,3,12/11/2010,3,1327
314,157,997,4,10/29/2017,2,1629
315,158,359,8,1/15/2011,2,686
316,158,23,9,12/15/2010,1,1436
317,159,94,7,1/5/2006,2,821
318,159,173,8,3/29/2017,2,1415
319,160,594,3,1/12/2017,2,1892
320,160,3,1,11/12/2017,3,1531
321,161,642,6,7/17/2000,1,1702
322,161,792,6,4/16/2015,3,575
323,162,238,3,8/19/2018,1,584
324,162,939,5,7/23/2016,3,1216
325,163,701,6,9/25/2001,1,1375
326,163,889,3,11/3/2018,3,696
327,164,978,3,3/15/2006,2,1758
328,164,889,1,6/10/2013,1,1381
329,165,673,5,10/2/2015,2,805
330,165,189,3,9/30/2010,3,582
331,166,559,9,3/3/2005,1,1297
332,166,589,8,6/13/2016,1,1233
333,167,885,9,9/25/2007,1,950
334,167,836,5,6/24/2018,2,907
335,168,234,9,2/15/2017,2,1786
336,168,73,5,5/18/2016,3,1433
337,169,402,4,7/18/2008,2,1064
338,169,130,5,9/12/2017,3,1463
339,170,566,1,5/8/2018,3,1055
340,170,690,9,8/30/2011,3,950
341,171,29,1,9/9/2006,2,1408
342,171,989,8,4/9/2014,3,1945
343,172,194,4,12/9/2006,3,1063
344,172,720,1,3/8/2018,2,1550
345,173,88,3,11/11/2008,2,1445
346,173,713,8,4/11/2012,2,1312
347,174,285,5,10/1/2001,2,786
348,174,294,2,9/18/2015,1,695
349,175,624,7,5/23/2002,2,1709
350,175,813,7,7/11/2014,1,1917
351,176,421,2,4/16/2008,2,1000
352,176,338,2,10/8/2016,2,1780
353,177,659,8,3/4/2000,3,1556
354,177,832,8,6/29/2016,3,670
355,178,628,2,8/5/2015,1,1968
356,178,245,2,10/25/2013,3,1614
357,179,639,3,10/30/2017,1,679
358,179,357,9,11/18/2017,3,1312
359,180,441,3,2/4/2003,3,1659
360,180,994,7,12/24/2016,3,1114
361,181,256,2,5/28/2000,3,504
362,181,227,6,9/7/2013,3,558
363,182,41,3,11/27/2005,1,1435
364,182,236,7,4/16/2011,3,1135
365,183,666,4,6/3/2013,1,686
366,183,856,2,2/12/2018,2,1900
367,184,927,7,11/3/2007,2,1107
368,184,808,9,4/13/2018,1,1418
369,185,342,6,7/23/2012,3,1055
370,185,300,4,1/2/2012,2,687
371,186,966,7,9/26/2007,3,1654
372,186,340,2,12/16/2010,1,1289
373,187,996,7,5/24/2002,3,995
374,187,100,2,7/30/2010,3,967
375,188,790,7,12/1/2000,3,862
376,188,493,5,7/13/2016,2,761
377,189,910,9,10/19/2011,1,1944
378,189,385,3,12/9/2017,3,990
379,190,474,8,5/1/2017,2,1260
380,190,179,8,2/10/2013,3,1611
381,191,899,8,7/19/2009,2,1399
382,191,792,4,7/9/2014,2,682
383,192,381,8,6/11/2011,2,1677
384,192,785,6,12/24/2011,3,942
385,193,716,4,8/10/2013,1,1864
386,193,18,6,9/7/2013,1,713
387,194,364,4,1/22/2015,3,1056
388,194,362,1,4/18/2013,3,1150
389,195,564,6,3/5/2011,3,1888
390,195,498,2,1/22/2012,3,1179
391,196,38,9,11/20/2011,2,648
392,196,11,7,5/26/2011,1,1854
393,197,232,1,4/30/2003,2,1689
394,197,292,2,4/6/2018,1,1747
395,198,460,2,2/20/2011,3,1888
396,198,180,3,8/23/2016,3,595
397,199,219,7,3/26/2012,2,1370
398,199,173,8,2/18/2014,2,1033
399,200,938,2,12/25/2016,2,662
400,200,929,4,4/13/2013,3,1403
401,201,330,8,11/6/2000,1,875
402,201,415,3,1/28/2018,3,1796
403,202,613,7,7/4/2008,1,1423
404,202,465,5,10/15/2014,1,1986
405,203,820,6,5/10/2011,2,1824
406,203,933,6,6/15/2010,1,773
407,204,520,7,4/26/2001,1,837
408,204,188,3,7/3/2013,3,1613
409,205,338,7,10/16/2011,1,1316
410,205,805,5,1/5/2015,2,1321
411,206,344,5,4/5/2016,2,692
412,206,971,8,8/6/2011,3,1490
413,207,554,5,9/26/2016,1,1686
414,207,996,3,9/25/2017,2,1391
415,208,895,7,12/25/2006,2,1237
416,208,979,4,8/12/2016,3,1130
417,209,482,3,5/23/2014,2,854
418,209,732,5,1/9/2011,1,1132
419,210,155,2,1/23/2007,3,1466
420,210,109,5,3/11/2014,2,1572
421,211,974,1,12/4/2010,1,1966
422,211,295,2,3/14/2015,2,1761
423,212,688,7,6/15/2013,2,811
424,212,685,2,6/24/2011,2,980
425,213,905,9,6/6/2011,2,519
426,213,841,1,3/26/2013,2,1065
427,214,24,4,10/27/2009,2,975
428,214,71,3,7/26/2012,3,868
429,215,39,5,3/3/2003,1,1575
430,215,158,1,11/18/2016,2,1497
431,216,550,7,3/10/2017,2,1405
432,216,912,7,12/18/2012,2,754
433,217,226,7,3/27/2018,3,1826
434,217,713,5,3/17/2017,1,1966
435,218,342,2,2/9/2009,2,1797
436,218,215,4,8/4/2014,1,910
437,219,26,4,7/18/2014,2,1406
438,219,337,2,9/4/2017,1,520
439,220,2,4,9/21/2017,3,1919
440,220,167,2,5/16/2013,1,1419
441,221,341,8,10/25/2000,1,868
442,221,682,1,1/26/2017,3,566
443,222,754,9,8/27/2009,2,1967
444,222,162,9,4/20/2017,3,915
445,223,727,8,3/7/2011,2,1596
446,223,773,5,6/19/2015,2,1987
447,224,168,4,5/30/2004,1,1931
448,224,380,1,7/10/2016,1,923
449,225,347,3,3/27/2017,2,777
450,225,425,6,11/20/2011,1,1149
451,226,623,5,5/28/2010,1,1416
452,226,816,3,10/10/2018,1,1276
453,227,939,1,9/8/2009,1,1693
454,227,948,2,12/12/2016,1,1733
455,228,971,8,6/24/2018,2,1500
456,228,810,4,10/9/2010,3,739
457,229,334,4,8/8/2003,3,685
458,229,797,5,6/4/2016,2,536
459,230,69,9,1/8/2016,2,990
460,230,577,6,11/14/2015,2,1621
461,231,528,8,4/2/2011,1,1297
462,231,750,9,4/11/2010,3,1870
463,232,420,5,11/5/2001,2,1473
464,232,925,3,1/13/2013,1,1405
465,233,437,1,4/15/2005,3,1759
466,233,465,9,11/9/2017,1,563
467,234,918,7,5/12/2003,2,1219
468,234,820,8,8/10/2016,3,1390
469,235,372,1,10/27/2004,1,1537
470,235,628,3,5/12/2016,3,1081
471,236,338,6,12/5/2001,3,953
472,236,257,8,5/24/2016,3,1706
473,237,579,5,9/13/2005,2,1348
474,237,546,9,2/4/2017,1,1729
475,238,445,7,12/21/2000,1,692
476,238,35,8,11/13/2012,2,872
477,239,574,4,1/12/2011,3,1456
478,239,177,3,5/30/2010,3,1463
479,240,851,2,4/8/2008,3,1577
480,240,976,4,1/4/2014,1,982
481,241,42,6,5/17/2009,3,1241
482,241,643,8,9/4/2012,3,1290
483,242,320,2,2/11/2014,1,951
484,242,925,7,6/1/2018,1,1062
485,243,281,7,2/26/2017,3,1301
486,243,572,7,12/15/2013,2,520
487,244,213,4,1/2/2018,3,1504
488,244,347,9,2/6/2015,1,906
489,245,863,5,9/17/2007,2,1174
490,245,824,5,7/8/2010,3,1659
491,246,581,2,4/22/2005,3,1543
492,246,416,6,9/29/2018,2,1286
493,247,770,6,8/17/2004,2,1952
494,247,68,1,10/9/2015,2,1235
495,248,640,5,6/30/2003,3,823
496,248,548,3,1/8/2018,2,746
497,249,703,5,9/21/2018,1,1150
498,249,55,6,1/12/2017,1,1615
499,250,559,8,10/26/2001,2,1177
500,250,906,3,7/20/2014,3,1721
501,251,424,1,9/11/2004,2,1025
502,251,858,2,6/19/2013,3,1750
503,252,561,5,1/21/2009,2,1888
504,252,525,6,8/18/2014,3,1735
505,253,379,7,1/7/2005,2,1783
506,253,688,8,4/6/2011,1,1276
507,254,673,1,10/29/2011,1,1715
508,254,891,5,3/28/2017,2,1803
509,255,70,5,8/11/2000,3,698
510,255,480,2,8/26/2015,1,1294
511,256,201,4,10/5/2000,2,1077
512,256,209,9,5/3/2012,3,1006
513,257,926,4,2/15/2007,1,1437
514,257,882,6,6/9/2015,2,1957
515,258,753,3,3/29/2012,2,665
516,258,344,5,1/24/2017,3,819
517,259,849,1,12/22/2008,3,1965
518,259,440,3,1/2/2011,1,648
519,260,277,4,5/5/2017,2,1270
520,260,888,6,12/14/2016,1,1917
521,261,700,2,5/22/2009,1,1904
522,261,886,2,9/22/2014,3,625
523,262,7,4,10/14/2009,2,1135
524,262,948,7,1/15/2012,3,1003
525,263,278,7,11/23/2003,1,719
526,263,632,5,12/15/2018,2,1332
527,264,383,3,6/1/2013,2,1184
528,264,62,1,9/29/2018,2,1297
529,265,11,2,12/13/2014,3,1096
530,265,292,9,4/8/2011,3,1925
531,266,443,8,2/26/2004,3,1680
532,266,29,4,1/16/2018,3,1057
533,267,963,9,11/6/2013,3,950
534,267,240,3,7/3/2011,3,777
535,268,808,5,3/30/2018,2,777
536,268,93,8,8/3/2012,2,616
537,269,740,8,10/6/2013,3,1835
538,269,16,9,9/23/2012,2,1547
539,270,252,1,3/19/2006,2,980
540,270,141,3,9/10/2015,2,1232
541,271,216,9,12/5/2000,1,1333
542,271,848,7,2/12/2017,3,1709
543,272,205,4,6/14/2003,2,1775
544,272,167,3,4/21/2017,2,1429
545,273,710,1,8/16/2006,1,1087
546,273,103,1,8/10/2015,1,1876
547,274,258,4,1/20/2017,2,1213
548,274,862,6,9/25/2017,1,1146
549,275,314,9,8/7/2014,1,1135
550,275,776,3,8/6/2018,1,1835
551,276,5,5,12/15/2001,3,797
552,276,184,6,2/6/2016,3,1088
553,277,149,6,8/5/2012,2,1281
554,277,293,5,8/5/2013,1,1542
555,278,240,4,5/28/2007,1,1238
556,278,978,4,9/22/2015,3,1138
557,279,988,6,10/24/2012,1,945
558,279,224,3,10/3/2016,1,1408
559,280,761,3,10/6/2005,1,1180
560,280,316,1,9/15/2011,1,1005
561,281,790,8,6/7/2009,2,1258
562,281,269,5,4/25/2017,1,826
563,282,800,6,5/18/2018,1,1630
564,282,773,7,10/6/2014,3,1510
565,283,93,6,10/27/2001,3,1615
566,283,851,3,1/19/2011,2,1073
567,284,297,1,8/30/2005,1,989
568,284,337,8,1/11/2017,3,1722
569,285,242,4,11/8/2014,2,754
570,285,489,8,6/27/2018,1,1745
571,286,343,5,6/5/2002,1,835
572,286,341,7,5/26/2015,1,1760
573,287,565,5,1/1/2012,1,1507
574,287,320,2,7/20/2013,3,1524
575,288,819,9,4/21/2013,2,624
576,288,623,6,7/3/2013,3,740
577,289,348,4,2/26/2018,3,550
578,289,977,3,2/20/2012,3,876
579,290,396,2,10/3/2000,1,1998
580,290,290,7,2/28/2017,3,1563
581,291,768,8,7/27/2014,2,741
582,291,20,9,7/10/2011,3,1994
583,292,119,8,1/19/2005,3,872
584,292,689,4,11/8/2012,1,1991
585,293,990,7,3/5/2003,3,1369
586,293,245,1,9/18/2018,3,1918
587,294,349,6,1/25/2011,2,1851
588,294,251,1,5/15/2016,2,833
589,295,346,7,9/13/2001,2,1263
590,295,511,3,6/14/2011,1,1322
591,296,369,1,2/8/2008,1,1388
592,296,209,7,3/26/2016,3,1853
593,297,269,3,12/21/2013,1,824
594,297,981,3,6/16/2011,1,1750
595,298,262,5,11/4/2015,1,1986
596,298,778,5,12/22/2018,3,1598
597,299,33,4,12/4/2016,3,831
598,299,4,9,9/25/2013,1,878
599,300,967,6,4/21/2006,2,1730
600,300,528,3,1/25/2017,2,745
601,301,455,8,4/19/2001,1,1605
602,301,18,5,8/13/2014,2,1315
603,302,179,8,2/3/2008,1,568
604,302,745,4,5/20/2014,1,1433
605,303,647,7,9/25/2005,3,1652
606,303,624,1,12/17/2014,1,1128
607,304,907,8,4/4/2004,2,624
608,304,577,3,5/1/2018,1,1775
609,305,622,4,4/11/2017,1,1834
610,305,890,6,3/2/2013,1,788
611,306,140,2,8/12/2006,1,952
612,306,409,1,4/14/2015,3,960
613,307,43,4,6/28/2013,1,1156
614,307,749,7,1/16/2016,1,1671
615,308,243,3,1/1/2012,2,1610
616,308,652,4,7/27/2010,1,1924
617,309,530,4,10/10/2014,2,694
618,309,894,7,5/20/2014,1,1072
619,310,550,5,11/4/2012,2,828
620,310,196,6,7/18/2017,2,1427
621,311,765,9,6/14/2008,3,1785
622,311,573,3,9/3/2018,2,1594
623,312,352,6,3/1/2012,2,756
624,312,310,6,10/5/2012,2,1058
625,313,566,8,3/8/2012,3,1583
626,313,948,1,5/4/2011,2,653
627,314,164,2,2/1/2006,2,603
628,314,504,2,1/21/2014,3,902
629,315,650,1,1/6/2008,2,923
630,315,168,2,4/28/2016,2,879
631,316,486,6,12/4/2015,1,652
632,316,293,7,9/6/2011,1,912
633,317,643,3,11/9/2000,2,957
634,317,871,4,1/13/2012,3,1984
635,318,707,6,6/17/2013,2,1552
636,318,415,4,8/5/2018,2,1115
637,319,798,1,5/24/2001,1,720
638,319,492,4,2/11/2012,2,825
639,320,731,5,12/16/2002,1,903
640,320,115,7,6/10/2013,2,1560
641,321,642,9,2/10/2017,3,1460
642,321,763,3,3/27/2017,2,1892
643,322,920,8,6/25/2005,1,790
644,322,931,6,8/20/2014,2,1800
645,323,456,7,7/26/2006,3,1716
646,323,90,2,8/2/2017,1,1594
647,324,536,8,6/29/2014,1,679
648,324,920,7,1/28/2018,3,1382
649,325,176,9,12/29/2004,1,1205
650,325,444,1,4/14/2016,3,1771
651,326,146,5,4/26/2016,2,1969
652,326,595,6,9/1/2014,1,1821
653,327,57,5,2/12/2002,3,1638
654,327,989,3,12/4/2011,3,1548
655,328,254,1,10/2/2011,2,1784
656,328,488,5,11/12/2017,3,1199
657,329,861,1,6/29/2011,1,1504
658,329,510,4,3/2/2018,3,1354
659,330,251,8,10/30/2016,3,1195
660,330,431,4,5/25/2018,3,1780
661,331,852,3,5/22/2016,1,591
662,331,43,8,2/25/2016,3,1855
663,332,879,9,2/20/2010,1,1748
664,332,932,9,6/23/2015,2,887
665,333,667,8,1/14/2014,2,1927
666,333,31,8,9/8/2018,1,634
667,334,321,2,10/30/2007,3,1168
668,334,488,5,1/18/2017,1,826
669,335,242,3,6/14/2002,2,572
670,335,334,4,6/28/2013,1,1959
671,336,437,8,4/20/2000,1,1295
672,336,477,9,9/24/2015,1,1099
673,337,463,3,2/2/2005,1,1329
674,337,682,8,12/8/2017,1,507
675,338,549,4,7/25/2014,1,933
676,338,758,8,3/30/2017,3,1613
677,339,952,9,7/22/2014,2,1084
678,339,312,3,2/28/2018,2,1093
679,340,828,3,6/28/2008,2,1116
680,340,561,8,4/7/2012,1,1844
681,341,616,4,4/17/2003,3,1392
682,341,613,8,5/11/2010,2,543
683,342,870,2,10/13/2014,1,1219
684,342,941,2,8/6/2010,3,1623
685,343,220,9,1/24/2003,3,1788
686,343,401,7,7/17/2011,1,1629
687,344,429,5,5/30/2009,3,1290
688,344,204,4,11/8/2018,2,859
689,345,84,3,7/30/2002,1,835
690,345,205,6,5/29/2011,2,1304
691,346,133,2,9/5/2007,1,1420
692,346,630,6,10/23/2017,2,1733
693,347,517,4,8/10/2018,1,1531
694,347,25,9,8/15/2016,1,990
695,348,154,5,2/23/2009,2,1983
696,348,308,7,7/28/2014,3,1142
697,349,156,9,4/21/2005,1,1703
698,349,793,2,2/22/2016,3,595
699,350,973,1,1/7/2015,1,805
700,350,239,9,12/22/2015,2,1833
701,351,166,6,2/12/2012,2,695
702,351,875,4,4/11/2017,3,1980
703,352,109,4,7/21/2015,1,1074
704,352,179,4,8/17/2016,1,1520
705,353,474,5,3/1/2012,3,1792
706,353,267,2,10/4/2018,3,1438
707,354,851,3,6/23/2013,1,1726
708,354,452,5,8/1/2014,3,1453
709,355,721,5,11/5/2015,3,836
710,355,511,5,8/28/2011,2,1046
